,date,ticker,Open,High,Low,Close,Volume,ret,hl_range,oc_move,vol_change,volatility
25,2021-05-11,AAPL,120.492788250042,123.19533577203656,119.7805603965293,122.84410858154297,126142800.0,-0.007437698740282485,0.02779763242158707,0.019514199693193277,0.4322820626947288,0.2581723384994241
26,2021-05-12,AAPL,120.39522770117908,121.60503177987839,119.27322856136661,119.78056335449219,112172300.0,-0.025254711554419395,0.01946729213161886,-0.0051053879661450575,-0.11075146579907846,0.21442485192896435
27,2021-05-13,AAPL,121.54645335187067,123.07822323359044,121.23424571494745,121.92695617675781,105861300.0,0.017760715497669166,0.015123624639409255,0.0031305135970163545,-0.056261661747151526,0.21086472979270718
28,2021-05-14,AAPL,123.17580356771927,124.7758688561986,122.78554210729591,124.3465805053711,81918000.0,0.019650525353424573,0.016006284538051432,0.00950492632271042,-0.22617613802211012,0.18180295123760679
29,2021-05-17,AAPL,123.7319305977149,123.83925269137897,122.12210663637244,123.19532012939453,74244600.0,-0.009301606504503344,0.013938403286772455,-0.004336879459717135,-0.09367172050098882,0.17760075013448534
30,2021-05-18,AAPL,123.47825894714309,123.8977887358132,121.74160317568686,121.80989837646484,63342900.0,-0.011309444982791638,0.017701234373108492,-0.01351137102923046,-0.14683492132761167,0.1724977093074989
31,2021-05-19,AAPL,120.16105011854478,121.87818865261369,119.86835215925528,121.65379333496094,92612000.0,-0.0012823683219379226,0.01652095210730119,0.012422854285506778,0.46207388673395133,0.1834776089997087
32,2021-05-20,AAPL,122.18063022793555,124.60999619540624,122.0537909874265,124.20997619628906,76857100.0,0.020794238804728176,0.020579709345891605,0.016609391886157728,-0.17011726342158684,0.17716378360482682
33,2021-05-21,AAPL,124.70757329750661,124.88319058200729,122.16112639405591,122.37577056884766,79295400.0,-0.014877092301147424,0.02224348966546415,-0.01869816457013504,0.031725110627385034,0.15969690390460659
34,2021-05-24,AAPL,122.94164165492356,124.82464619337513,122.87334646207267,124.00509643554688,63092900.0,0.01322626743303278,0.015735641416291843,0.008650077925657243,-0.20433089435200524,0.14785036726368284
35,2021-05-25,AAPL,124.7075784829674,125.19541091008112,123.24410353248182,123.80998229980469,72009500.0,-0.0015746755770878185,0.015760501224160055,-0.007197607347377952,0.14132493513533229,0.1485528904634601
36,2021-05-26,AAPL,123.86851440973157,124.28804417802037,123.34166255348855,123.76119232177734,56575900.0,-0.00039414910668467563,0.007646836676162956,-0.0008664194324574774,-0.21432727626215986,0.15425281975774727
37,2021-05-27,AAPL,123.3611810284224,124.5319579811851,122.03429651202822,122.22942352294922,94625600.0,-0.012454040915575063,0.02043420804228805,-0.009174340712678634,0.6725425490358969,0.14654563279240176
38,2021-05-28,AAPL,122.51236002849775,122.736762785055,121.51720038633076,121.57573699951172,71311100.0,-0.005362381078721922,0.01003129759952965,-0.007645130897553234,-0.24638681287093556,0.1788774528377764
39,2021-06-01,AAPL,122.03429182182089,122.29771402080185,120.92205152635813,121.25376892089844,67637100.0,-0.002651805150844991,0.011345317400741158,-0.006395930924580366,-0.051520730994193076,0.18414371939432866
40,2021-06-02,AAPL,121.253779962891,122.19040306312083,121.02938463288338,122.01478576660156,59278900.0,0.006256618979771536,0.009515391294120086,0.006276140867059662,-0.1235741922702186,0.1837941756919407
41,2021-06-03,AAPL,121.64403969713835,121.80989840712398,120.13177925202119,120.53179931640625,76229200.0,-0.012228619339391122,0.013922625934568403,-0.009143402204508247,0.2859415407505874,0.1635206432967052
42,2021-06-04,AAPL,121.04887959937938,123.08799170722506,120.83423543606743,122.8245620727539,75169300.0,0.01884339973285897,0.01834939390887172,0.014669135965993976,-0.013904120730638625,0.1667889278027883
43,2021-06-07,AAPL,123.09774990370911,123.24409888195902,121.79038257021139,122.8343276977539,71057600.0,7.950556981078512e-05,0.011834772404377386,-0.0021399433065288826,-0.05469919235645404,0.17316688140725436
44,2021-06-08,AAPL,123.51727923465421,125.33199613747028,123.13677635872094,123.65386962890625,74403800.0,0.006649770333937333,0.017752940408070954,0.0011058403739006338,0.047091373758753496,0.1773412775163886
45,2021-06-09,AAPL,124.11242420165917,124.63927604647924,123.43922338156383,124.03437042236328,56877900.0,0.003072419527854581,0.009675162302424486,-0.0006288957757288079,-0.23555114120515352,0.1812184236641656
46,2021-06-10,AAPL,123.92705266664278,125.06856875877892,122.87335638380547,123.03921508789062,71186400.0,-0.008055581610739403,0.01784156679970158,-0.007164195061915908,0.25156519491753393,0.1714579990081384
47,2021-06-11,AAPL,123.44899075181716,124.33683580636276,123.02946096276283,124.2490234375,53522400.0,0.009784678875603444,0.010522214239032381,0.006480674170040229,-0.24813728464987694,0.17391437005610275
48,2021-06-14,AAPL,124.70757800792384,127.36133965538929,123.97584053546844,127.30280303955078,96906500.0,0.024280719196832005,0.026594065794993023,0.020810483798041846,0.8105783746618238,0.14362055731782317
49,2021-06-15,AAPL,126.77595907590421,127.4198916269695,126.23934861668313,126.48326110839844,62746300.0,-0.00645854832642156,0.009333590863652893,-0.0023087813307768193,-0.3525067977896219,0.1377482590525244
50,2021-06-16,AAPL,127.19547914078684,127.70282128290683,125.33199905171192,126.9808349609375,91815000.0,0.0039261930934592505,0.018670709102867625,-0.0016875142206254385,0.46327353166640894,0.1376372853846051
51,2021-06-17,AAPL,126.6393832290609,129.3224209462561,126.49302678487064,128.58091735839844,96721700.0,0.012522243970447242,0.022004775043710324,0.015331203294205575,0.05344115885203937,0.13165282958858557
52,2021-06-18,AAPL,127.52719951288445,128.3077074896389,127.06864288856177,127.28328704833984,108953300.0,-0.010143204193505537,0.009734699895097334,-0.0019126309169830388,0.12646179709413707,0.12573984642756858
53,2021-06-21,AAPL,127.12717628510836,129.18579802932504,126.06372153950791,129.07847595214844,79663300.0,0.014005351083084617,0.024187429133998597,0.015349193807812515,-0.26883077428586377,0.12671430839823036
54,2021-06-22,AAPL,128.91264666080772,130.8151612925248,128.41505560442437,130.71759033203125,74783600.0,0.012618637017498349,0.018361000091908157,0.014001292487405495,-0.06125405299554498,0.13540694264412528
55,2021-06-23,AAPL,130.51271488266488,131.0493254021088,129.98585550457855,130.4444122314453,60214200.0,-0.002092021025539814,0.00815266732654936,-0.0005233409731839109,-0.19482078958488225,0.1533200303761588
56,2021-06-24,AAPL,131.17613794325877,131.36151382298493,129.69314579268672,130.16146850585938,68711000.0,-0.0021714309436255473,0.012817679836050002,-0.007735167792775649,0.14110957216071962,0.1469665482486807
57,2021-06-25,AAPL,130.2102731739654,130.62979558487248,129.57609165578822,129.86878967285156,70783700.0,-0.0022511146099228555,0.008113603982439639,-0.002622554217804261,0.030165475688026744,0.15121747514609118
58,2021-06-28,AAPL,130.1614721527149,131.9566646084623,130.1029355337376,131.49810791015625,62111300.0,0.012467832448172077,0.014097001882272135,0.010269058388284857,-0.12251973265031357,0.1493424507016728
59,2021-06-29,AAPL,131.51764764633526,133.16649883756983,131.0786080414317,133.01039123535156,64556100.0,0.011434791760524435,0.015697200622797804,0.011350139055333802,0.039361597648092994,0.1694710477752373
60,2021-06-30,AAPL,132.8542586809143,134.0640700400228,132.56156070353867,133.62503051757812,63261400.0,0.0046103429685271985,0.011244220717214249,0.005801634394837356,-0.02005542466165089,0.18178739924823084
61,2021-07-01,AAPL,133.27379128495963,133.98601159157678,132.4542339993765,133.92747497558594,52485800.0,0.002260824179348866,0.011437366324419376,0.004904818001527651,-0.17033451678274592,0.2126215214314541
62,2021-07-02,AAPL,134.5421050302235,136.59097561940857,134.3957635112395,136.5519561767578,78852600.0,0.01940675162806316,0.016076020949326506,0.014938454739375634,0.5023606384965076,0.2573312420350789
63,2021-07-06,AAPL,136.65929888430668,139.66428770082487,136.65929888430668,138.5618133544922,108181800.0,0.014611358336341928,0.021686991125255583,0.013921588107927754,0.37194968840596254,0.27788916399896024
64,2021-07-07,AAPL,140.04479519196917,141.3619286538461,139.1862333107396,141.0497283935547,104911600.0,0.01779597997095662,0.015425023272897817,0.007175798288026225,-0.03022874457625957,0.267030215638194
65,2021-07-08,AAPL,138.1325533693018,140.55216163148216,137.24470813835896,139.75213623046875,105575500.0,-0.009242113838121872,0.023666568414158626,0.011724845604185281,0.006328184871835063,0.26436529664646674
66,2021-07-09,AAPL,139.27401905419063,142.1033977245654,139.17644811221814,141.57655334472656,99890800.0,0.01297018582141718,0.020673971382962016,0.01653240357514225,-0.05384487878342992,0.2632436750770671
67,2021-07-12,AAPL,142.64978272453996,142.75710481226085,140.49358983023356,140.98141479492188,76299700.0,-0.004212512100060354,0.016055414008434393,-0.01169555184559757,-0.2361688964349069,0.26068832394440905
68,2021-07-13,AAPL,140.5228614286861,143.86934850619764,140.1326074026889,142.09365844726562,100827100.0,0.00785833498751437,0.026297733089161956,0.011178231090723195,0.3214612901492404,0.2738509743694988
69,2021-07-14,AAPL,144.49378305932458,145.92798987044893,144.08399692422722,145.51820373535156,127050800.0,0.02381478365602538,0.012671905637148352,0.007089721469929144,0.260085830099249,0.24747962487560773
70,2021-07-15,AAPL,145.60602078776031,146.34750947636803,143.50836421958925,144.86451721191406,106820300.0,-0.004502248794304954,0.019598624365865618,-0.005092533755366408,-0.15923158295736828,0.24992667905178279
71,2021-07-16,AAPL,144.84498071759424,146.11331359035626,142.32780236268064,142.82537841796875,93251400.0,-0.014176187445673148,0.026504471891525973,-0.0139431983740129,-0.12702548111173628,0.24064005508911993
72,2021-07-19,AAPL,140.24968646910114,140.56190161268026,138.2203326975493,138.98133850097656,121434600.0,-0.027283085399967454,0.01684808147904329,-0.009043499490489104,0.3022281703009284,0.18968847493140162
73,2021-07-20,AAPL,139.9667464752501,143.5181116494979,139.47892150687957,142.5912322998047,96350000.0,0.025642352787369586,0.02832705824524858,0.018750781100842957,-0.20656880329000138,0.15190230622860587
74,2021-07-21,AAPL,141.98630578312776,142.57170158330715,141.10822697009226,141.85946655273438,74993500.0,-0.005145126127771456,0.010316369071293931,-0.0008933201669964064,-0.22165542293720808,0.14975290190949814
75,2021-07-22,AAPL,142.38635852395822,144.59132208932277,142.25951926436974,143.2254180908203,77338200.0,0.009582844020820965,0.016280649454794512,0.005892836754589159,0.03126537633261539,0.14204377032997004
76,2021-07-23,AAPL,143.95716474814094,145.0986734955369,143.34250046599004,144.94256591796875,71447400.0,0.011917827426541629,0.012116337381116712,0.006845099870866521,-0.07616934451538826,0.12737237085725805
77,2021-07-26,AAPL,144.65963709619385,146.18164879238583,144.1035094217646,145.3621063232422,72434100.0,0.0028903475380421366,0.014296293739718179,0.004856014028164755,0.013810159641918451,0.1252741011239687
78,2021-07-27,AAPL,145.48892025406204,145.5767400665626,142.00585756681636,143.19615173339844,104818600.0,-0.015012533578648096,0.024937000446733207,-0.015759059292349005,0.44708914723866244,0.10248870839728201
79,2021-07-28,AAPL,141.2838940706625,143.39130194121526,139.06916408946387,141.4497528076172,118931200.0,-0.012270830609425024,0.030555994379359862,0.0011739394503928495,0.13463831800844517,0.07959923257610664
80,2021-07-29,AAPL,141.16679397009463,142.98150347673163,141.05947187985987,142.09365844726562,56699500.0,0.004541856526990557,0.013526512146107306,0.006565740080258147,-0.5232579844481515,0.12727645278906008
81,2021-07-30,AAPL,140.86434605990442,142.76686050541852,140.60091640214495,142.3083038330078,70440600.0,0.0015094510936279205,0.015220082348920475,0.010250697309092891,0.242349579802291,0.12729605079020123
82,2021-08-02,AAPL,142.79610475580563,143.37173456258094,141.7131328866216,141.9765625,62880000.0,-0.002333866644876435,0.011682221676266787,-0.005739247980238126,-0.10733298694218962,0.13545815355616372
83,2021-08-03,AAPL,142.25952902121162,144.43522442777342,141.64486473611035,143.77178955078125,64786600.0,0.012565256512502208,0.01940825596162935,0.010630293379813907,0.030321246819338343,0.13465308233339773
84,2021-08-04,AAPL,143.68399557594776,144.19132291330385,142.71809660960577,143.3717803955078,56368300.0,-0.0027861283058124016,0.010275566779138942,-0.0021729294149181715,-0.12993890711968215,0.1943171197203403
85,2021-08-05,AAPL,143.40104166770632,144.2401013148973,142.61076750096896,143.47909545898438,46397700.0,0.0007482289755159976,0.01135589689017865,0.0005443042140441388,-0.17688310628491544,0.19470367051618398
86,2021-08-06,AAPL,143.000320280882,143.74291989384258,142.29679858037488,142.7951202392578,54126800.0,-0.0047784710162346155,0.010127246022445843,-0.0014349621121206304,0.16658368841558957,0.198969292773182
87,2021-08-09,AAPL,142.8537139522462,143.3422697557146,142.18928521610837,142.74623107910156,48908700.0,-0.00034243138801609297,0.008077162744614298,-0.0007523981713249485,-0.09640510800564606,0.2033893708978901
88,2021-08-10,AAPL,143.08821088010203,144.3291466635416,141.9743043631005,142.26744079589844,69023100.0,-0.003359773799190113,0.016552222260182783,-0.005736112564097512,0.41126425359905294,0.2016479979663979
89,2021-08-11,AAPL,142.7071837820295,143.36184690994065,142.19908146277635,142.5215301513672,48493500.0,0.0017844049370598564,0.008158524862379538,-0.0013009410300315934,-0.29743086010335673,0.20938877479252727
90,2021-08-12,AAPL,142.84396383015653,145.6385039280885,142.50196876649986,145.48216247558594,72282600.0,0.02056040734922516,0.021559585781624677,0.018469094350855926,0.490562652726654,0.182876134263301
91,2021-08-13,AAPL,145.56034862237908,146.01959236929383,144.87637333214747,145.6873779296875,59375000.0,0.0014095944774679472,0.007847069893028847,0.000872691694617781,-0.17857132975294188,0.1871460751742814
92,2021-08-16,AAPL,145.1401825389347,147.72953779617734,143.117568833467,147.6611328125,103296000.0,0.013456926460263223,0.031233465942365556,0.01736907195144963,0.739722105263158,0.23375171001604877
93,2021-08-17,AAPL,146.7915040599331,148.20831321235303,145.67759718518755,146.75242614746094,92229700.0,-0.006173014271851464,0.017244798560417312,-0.0002662137207627279,-0.10713193153655509,0.2360734781657738
94,2021-08-18,AAPL,146.37135309386304,147.27029417589944,142.80488601790597,143.0100860595703,86326000.0,-0.02583183143481579,0.031224428157699425,-0.02296396776585959,-0.064010833820342,0.18218758453450035
95,2021-08-19,AAPL,141.71051038649435,144.61253336364982,141.1926423719419,143.34228515625,86960300.0,0.0023202129900228557,0.023858214538578552,0.01151484646625877,0.007347728378472196,0.1825897930894517
96,2021-08-20,AAPL,144.0653382889344,145.10107421090675,143.42044104748524,144.7981719970703,60549600.0,0.010105482894522651,0.01160672914748888,0.005086814891352587,-0.3037098538068521,0.18001912779348406
97,2021-08-23,AAPL,144.91545125791524,146.7524262457425,144.50506608373868,146.28341674804688,60131800.0,0.010205095054600273,0.015363054896882706,0.009439749027845093,-0.006900128159393337,0.18671458840559027
98,2021-08-24,AAPL,146.02934262692168,147.40707372149436,145.73620613091066,146.19544982910156,48606400.0,-0.0006015266855156665,0.011428998594257857,0.0011374919532731232,-0.1916689671687859,0.19976571033294374
99,2021-08-25,AAPL,146.3811034364789,146.87943995254733,144.41711425947602,144.96429443359375,58991300.0,-0.008456957099722412,0.01698573916213048,-0.00967890642729005,0.2136529345929754,0.1970118917613432
100,2021-08-26,AAPL,144.95454377317253,145.70690913613237,144.13375851701343,144.16307067871094,48597200.0,-0.005542372687986903,0.010912299604278938,-0.005460146842310133,-0.1761971680569847,0.2709502038980261
101,2021-08-27,AAPL,144.1044163600025,145.3453522818871,143.4692997760321,145.19879150390625,55802400.0,0.007158685256528648,0.012920579341078944,0.007594320642955084,0.14826368597367745,0.2693486120454401
102,2021-08-30,AAPL,145.58963083933705,149.976867364279,145.2085579053338,149.61532592773438,90956700.0,0.029963726953937442,0.03187046132725958,0.02765097394085582,0.6299782805040643,0.21684574667465653
103,2021-08-31,AAPL,149.16590885521063,149.30270392723426,147.8272553901817,148.3549041748047,86453100.0,-0.008460102005503794,0.009945397796314539,-0.005436930506642462,-0.04951366969118276,0.21950939058829474
104,2021-09-01,AAPL,149.33200056452,151.43278500420377,148.85321040744938,149.01931762695312,80313700.0,0.00446854171621855,0.017310336927001308,-0.002093877644341738,-0.07101422621051179,0.21670417812486958
105,2021-09-02,AAPL,150.34812915692905,151.1786798262666,148.91177417932087,150.13316345214844,71115500.0,0.007446710576447863,0.015099299813716743,-0.0014297863630629893,-0.11452840548997245,0.2225573607417421
106,2021-09-03,AAPL,150.24072279818162,151.09082030337387,149.5860596037749,150.76837158203125,57808700.0,0.004222039434872047,0.009980612537028291,0.0035120223999349272,-0.1871153264759441,0.22999562676760277
107,2021-09-07,AAPL,151.42298925392222,153.6605683081019,150.85626272401808,153.10362243652344,82278300.0,0.01537026691882107,0.018316389510943595,0.011098930161674113,0.4232857684051017,0.2027174522045376
108,2021-09-08,AAPL,153.38700877891932,153.4456331023822,150.45567332943037,151.559814453125,74420200.0,-0.01013460107234792,0.019727919196394775,-0.011912314741256256,-0.09550634857550533,0.23945586994988746
109,2021-09-09,AAPL,151.93110647020356,152.53691096459315,150.4263460744376,150.54360961914062,57305700.0,-0.0067275547762327085,0.01401962458250512,-0.009132407992665069,-0.22997116374317728,0.24789219226523346
110,2021-09-10,AAPL,151.45234744847278,151.92135699493102,145.2965393767227,145.56036376953125,140893200.0,-0.03366193528190655,0.045512510731956696,-0.03890321793094757,1.458624534732147,0.18889809750746306
111,2021-09-13,AAPL,147.18235774668085,147.9542695218118,145.34538275990522,146.1270751953125,102404300.0,0.003885749354577355,0.017853548073959287,-0.0071698984003546315,-0.2731778396686284,0.191563795874921
112,2021-09-14,AAPL,146.9087519585389,147.61227358439965,143.5474852815467,144.7297821044922,109296300.0,-0.009608189081753761,0.028085361863657374,-0.014832130999667435,0.06730186134761929,0.21788442252727094
113,2021-09-15,AAPL,145.15971382126716,146.0195769004921,143.01983678244974,145.61895751953125,83281300.0,0.006124897913640177,0.020599928533618375,0.0031637131692719405,-0.2380226961022468,0.21834159966798644
114,2021-09-16,AAPL,145.0424954824605,145.5603636061977,143.85041774982722,145.3844757080078,68034100.0,-0.0016115401778581426,0.011761543645174155,0.0023577933102278807,-0.1830807155988199,0.21918128886951888
115,2021-09-17,AAPL,145.41378761722353,145.41378761722353,142.4238129361749,142.71694946289062,129868800.0,-0.018518495528926687,0.02095038250397926,-0.01854595907667205,0.9088780479200871,0.21395459998652028
116,2021-09-20,AAPL,140.50868223734292,141.52487196661303,138.0365905336095,139.66836547851562,123478900.0,-0.0215924998134764,0.02497545826538726,-0.005980532629349282,-0.049202733835994494,0.2227802221495538
117,2021-09-21,AAPL,140.6356810985669,141.29035906389458,139.51200859720305,140.14712524414062,75834000.0,0.0034219708964189186,0.012689168354995463,-0.0034739111057019295,-0.3858545873019601,0.23690887980467937
118,2021-09-22,AAPL,141.14376881169068,143.0784456211062,140.41093510559722,142.51173400878906,76404300.0,0.01673157483282238,0.01871783073907772,0.009691998510564638,0.007520373447266415,0.21939672316338502
119,2021-09-23,AAPL,143.29342671393508,143.71359250338787,142.30654925147212,143.4693145751953,64838200.0,0.006696836380677983,0.009807276601842904,0.0012274663625106196,-0.15138022336439183,0.22249810352897958
120,2021-09-24,AAPL,142.32606533068824,144.0946347683932,142.22834821641814,143.55722045898438,53477900.0,0.0006125279429446977,0.013000297344906316,0.008650243547698756,-0.17520998423768708,0.22184565539427928
121,2021-09-27,AAPL,142.14044174425882,142.61923184992318,140.52821338546616,142.042724609375,74150700.0,-0.010605814686076503,0.014721052910013051,-0.0006874689123285315,0.3865671613881623,0.217596593385765
122,2021-09-28,AAPL,139.9712677848058,141.43693551030117,138.44697573581755,138.6619415283203,108972300.0,-0.024088994381854377,0.02156294468062784,-0.009354250177246887,0.4696058162633663,0.18521198814177622
123,2021-09-29,AAPL,139.2091369382953,141.14381437221513,138.7792053064143,139.56089782714844,74602000.0,0.006462154072139391,0.01694320617462274,0.002526852019843024,-0.3154040063392256,0.1820691131249438
124,2021-09-30,AAPL,140.37187163149707,141.075393254431,138.04634099404652,138.2613067626953,89056700.0,-0.00935562760759186,0.021908170342866688,-0.015035525595486784,0.19375754001233214,0.20429086731736995
125,2021-10-01,AAPL,138.65216064526572,139.64881887167329,135.9260252404235,139.38499450683594,94639600.0,0.00809442714927305,0.02670871168321632,0.005285412489496869,0.06268927548404557,0.2037689076619402
126,2021-10-04,AAPL,138.5153346198599,138.95504676613083,135.10522468851968,135.95530700683594,98322000.0,-0.02491364233216515,0.028316820890394362,-0.018481907581205288,0.03890971644005248,0.1452976503664976
127,2021-10-05,AAPL,136.29730248452776,138.9843593851802,136.1702732054442,137.88021850585938,80861100.0,0.014059119623943557,0.020409644039086048,0.011613700289565912,-0.1775889424543846,0.14691389780307768
128,2021-10-06,AAPL,136.2777412661686,138.89639291361067,135.20291265891208,138.7498321533203,83221100.0,0.006287216518764444,0.026619709713358374,0.018140092902797673,0.029185850798467916,0.14708786621787345
129,2021-10-07,AAPL,139.7855986818326,140.9190518423827,139.45338427911526,140.0103302001953,61732700.0,0.009043664111406547,0.010468281598734393,0.0016076872044181762,-0.25820855528225417,0.14614746541332463
130,2021-10-08,AAPL,140.73339820397527,140.87995899645605,139.2970427994977,139.62925720214844,58773200.0,-0.0027254598497666307,0.011336565335062236,-0.007845621692631337,-0.04794055662558094,0.15009397280289996
131,2021-10-11,AAPL,139.01368703802868,141.49554421911762,138.56420909161307,139.54132080078125,64452200.0,-0.0006299833234905462,0.021006932646778716,0.003795552610644966,0.0966256729257553,0.14984893273709185
132,2021-10-12,AAPL,139.9517211619384,139.97126757292082,137.8118439004276,138.27108764648438,73035900.0,-0.009144602382516834,0.015617318914957835,-0.012008666285063798,0.1331793173855973,0.130761629000174
133,2021-10-13,AAPL,138.00727840066958,138.163604960137,136.01396194464323,137.68482971191406,78762700.0,-0.004248930932001593,0.015612780434791562,-0.002336461471396932,0.0784107541633634,0.12860113144005625
134,2021-10-14,AAPL,138.8573456179309,140.58683751822448,138.27107262847971,140.46957397460938,69907100.0,0.020023679437804875,0.01648588248842669,0.011610681087873942,-0.11243393128981105,0.14450343549757091
135,2021-10-15,AAPL,140.47935479013262,141.58348088448486,140.22529620330172,141.5248565673828,67940300.0,0.0074844564617496,0.009596792493737478,0.0074423873800681176,-0.028134481333083494,0.1882645534542085
136,2021-10-18,AAPL,140.16662740587412,143.47903445685816,139.8832716599535,143.1956787109375,85589200.0,0.01173671102842607,0.02511083315693671,0.02161036019146191,0.2597707104619791,0.18681939001368358
137,2021-10-19,AAPL,143.64520263819782,145.75576773810008,143.19573955238386,145.3551483154297,76378900.0,0.014967969032778167,0.017612229187512506,0.01190395255690333,-0.10761053964752565,0.1748769446628905
138,2021-10-20,AAPL,145.29652399244392,146.32249438069462,144.72979735027167,145.8437042236328,58418800.0,0.0033554827729676785,0.010920574452639761,0.0037659554141663103,-0.23514478475076228,0.18031190763042468
139,2021-10-21,AAPL,145.40397653574416,146.2149809625118,144.48548923531962,146.0586395263672,61421000.0,0.0014726523865306236,0.011841077890363021,0.004502373361584717,0.051390990571528405,0.1820429158186353
